track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Guru,Coast Modern,63,Coast Modern,2017-07-28,Indie Poptimism,pop,indie poptimism,0.76,0.674,3,-6.425,1,0.0411,0.231,0.0027,0.0728,0.797,140.022,204067
Kangaroo Court,Capital Cities,64,In A Tidal Wave Of Mystery (Deluxe Edition),2013,ELECTROPOPı,pop,electropop,0.76,0.579,5,-5.079,0,0.0388,0.00715,0.000679,0.0304,0.975,99.979,223187
Dumb Litty,KARD,65,KARD 2nd Digital Single âDumb Littyâ,2019-09-22,K-Party Dance Mix,pop,dance pop,0.76,0.887,9,-1.993,1,0.0409,0.037,0,0.138,0.24,130.018,193160
Bomb Bomb,KARD,66,KARD 1st Digital Single âBomb Bombâ,2019-03-27,K-Party Dance Mix,pop,dance pop,0.76,0.842,6,-5.558,1,0.131,0.0677,0.000123,0.313,0.882,102.987,163509
Talk Dirty (feat. 2 Chainz),Jason Derulo,67,Tattoos,2013-09-10,Electropop - Pop,pop,electropop,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,177685
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,69,Prayer,2014-09-16,ElectroPop,pop,electropop,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43E-06,0.623,0.78,123.002,189399
Blank Space,Taylor Swift,78,1989 (Deluxe),2014-01-01,Post pop teen,pop,post-teen pop,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231827
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,Post pop teen,pop,post-teen pop,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,indie poptimismşğ,pop,indie poptimism,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040
Always,Great Good Fine Ok,33,Always,2016-05-16,Indie Poptimism!,pop,indie poptimism,0.761,0.868,11,-3.804,1,0.051,0.126,4.41E-06,0.0734,0.708,114.017,237430
The Kids (feat. Janelle MonĦe),B.o.B,41,B.o.B Presents: The Adventures of Bobby Ray,2010-04-26,This Is Janelle MonĦe,pop,electropop,0.761,0.92,5,-5.773,1,0.413,0.0916,0,0.365,0.587,139.966,206907
Tao Lang,Loonie,50,Ultrasound,2013-01-01,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.761,0.964,1,-2.784,1,0.069,0.243,0,0.221,0.807,103.032,255387
Finally,CeCe Peniston,56,Dance #1's,2007-01-01,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.761,0.718,11,-10.279,0,0.0366,0.00459,5.95E-06,0.0333,0.876,120.12,249067
Here If You Want (Pale Blue),MOSSS,56,Here If You Want (Pale Blue),2017-06-16,Indie/Jazz Poptimism,pop,indie poptimism,0.761,0.6,7,-7.348,1,0.0765,0.269,0.864,0.108,0.557,96.015,199036
Fireball (feat. John Ryan),Pitbull,65,Globalization,2014-11-21,ELECTROPOP,pop,electropop,0.761,0.933,10,-5.38,1,0.056,0.0908,8.53E-05,0.0606,0.836,122.959,236200
me & ur ghost,blackbear,68,me & ur ghost,2020-01-16,The Pulse of Indie Poptimism,pop,indie poptimism,0.761,0.625,7,-6.17,1,0.026,0.0696,0,0.0784,0.875,100.022,200400
Radio Ga Ga,Queen,3,The Works,1984-02-27,80's Songs | Top Ż 80s Music Hits,pop,electropop,0.762,0.414,5,-12.036,1,0.0379,0.173,0.000111,0.0942,0.731,112.398,349133
Me and My Guitar,Tep No,3,Me and My Guitar,2016-01-18,Chillout & Remixes ,pop,indie poptimism,0.762,0.623,4,-5.921,0,0.0303,0.015,0.0869,0.437,0.0681,120,246996
Believer,Imagine Dragons,11,Evolve,2017-06-23,ElectroPop,pop,electropop,0.762,0.787,10,-4.311,0,0.127,0.0537,0,0.126,0.691,125.067,204347
Whispers,Ella Renn,32,Whispers,2019-10-18,The Edge of Indie Poptimism,pop,indie poptimism,0.762,0.53,9,-7.163,0,0.0501,0.348,2.4E-05,0.0985,0.323,129.989,162605
Like It or Not,Ksenia,39,Like It or Not,2019-12-12,TUNES DANCE AND POP,pop,dance pop,0.762,0.525,11,-7.066,1,0.13,0.0374,0.000168,0.0944,0.632,166.021,179277
Leave,Borgeous,56,Leave,2019-01-25,Cardio,pop,dance pop,0.762,0.665,11,-6.92,0,0.0471,0.169,0,0.103,0.961,115.946,193640
All The Love You Got,MOTi,57,All The Love You Got,2019-12-20,Dance Room,pop,dance pop,0.762,0.736,7,-7.66,1,0.0778,0.135,0.0538,0.113,0.248,126.007,165714
Troublemaker (feat. Flo Rida),Olly Murs,59,Right Place Right Time,2012-11-23,post teen pop,pop,post-teen pop,0.762,0.863,0,-3.689,0,0.0565,0.015,0,0.125,0.965,106.008,185587
Gimme,BANKS,60,III,2019-07-12,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",pop,indie poptimism,0.762,0.619,2,-5.227,0,0.102,0.501,2.19E-05,0.248,0.596,120.022,219493
In My Head,Jason Derulo,64,Jason Derulo,2010-02-24,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,199027
I Feel So Bad,Kungs,64,Layers,2016-11-04,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.762,0.821,9,-4.17,0,0.0389,0.205,0.000419,0.259,0.769,122.999,206960
Paparazzi,Lady Gaga,69,The Fame,2008-01-01,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,208307
Beautiful Girls,Sean Kingston,77,Beautiful Girls,2007-07-23,post teen pop,pop,post-teen pop,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,225373
New Rules,Dua Lipa,83,Dua Lipa (Deluxe),2017-06-02,Pop Inglİs (2020 - 2010s) Mşsica En Inglİs 2010s,pop,dance pop,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209320
New Rules,Dua Lipa,83,Dua Lipa (Deluxe),2017-06-02,Electropop Hits  2017-2020,pop,electropop,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209320
New Rules,Dua Lipa,83,Dua Lipa (Deluxe),2017-06-02,indie poptimismşğ,pop,indie poptimism,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209320
All over You,LEISURE,2,Leisure,2016-10-21,Music&Other Drugs,pop,indie poptimism,0.763,0.355,2,-8.826,1,0.0518,0.162,0.00552,0.092,0.867,70.007,234925
JAM fo'freedom (SASUKE Remix),RUN THE FLOOR,21,THE 4CE,2020-01-15,Dance Pop: Japan,pop,dance pop,0.763,0.763,10,-4.176,0,0.0626,0.0298,1.9E-05,0.652,0.953,143.994,211547
Wasted Thunder,Hotel Apache,26,Wasted Thunder,2017-09-22,Indie Poptimism,pop,indie poptimism,0.763,0.925,10,-3.073,0,0.104,0.0123,1.77E-06,0.0857,0.876,111.979,165000
Django Jane,Janelle MonĦe,37,Django Jane,2018-02-21,This Is Janelle MonĦe,pop,electropop,0.763,0.609,11,-6.375,1,0.39,0.513,0,0.23,0.287,102.525,193506
Dance or Die (feat. Saul Williams),Janelle MonĦe,40,The ArchAndroid,2010-05-17,This Is Janelle MonĦe,pop,electropop,0.763,0.901,6,-8.328,1,0.165,0.0714,0.0109,0.251,0.762,119.968,192507
Home,Tom Misch,47,Beat Tape 2,2015-08-28,Indie/Jazz Poptimism,pop,indie poptimism,0.763,0.327,9,-7.563,1,0.031,0.364,0.866,0.124,0.556,114.014,268438
No More (I Can't Stand It),Maxx,48,To The Maxximum,1994,90s Dance Hits,pop,dance pop,0.763,0.791,10,-11.246,1,0.0357,0.0102,0.0743,0.271,0.603,137.948,281933
Electric Blue,Satin Jackets,49,Electric Blue,2019-10-11,Electropop And Play,pop,electropop,0.763,0.714,10,-6.214,1,0.041,0.229,0.707,0.142,0.503,116.029,267309
Unstoppable,AJ Mitchell,51,Unstoppable,2019-11-22,a taste of the mainstream,pop,post-teen pop,0.763,0.533,8,-7.148,0,0.0598,0.142,0,0.112,0.591,138.033,195112
"fuck, iâm lonely (with Anne-Marie) - Ofenbach Remix",Lauv,58,"fuck, iâm lonely (with Anne-Marie) (Ofenbach Remix)",2019-08-30,Dance Pop Hits,pop,dance pop,0.763,0.674,9,-5.146,1,0.0378,0.0106,3.58E-06,0.0321,0.759,105.027,178512
Think About The Way,Ice Mc,59,Ice 'n' Green,1994-01-01,90s Dance Hits,pop,dance pop,0.763,0.713,2,-8.9,0,0.0311,0.128,0.000623,0.145,0.668,132.993,260973
Move Me,Mura Masa,64,Move Me,2018-06-14,POPTIMISM,pop,indie poptimism,0.763,0.52,1,-8.53,1,0.0974,0.151,0.0134,0.0974,0.521,105.02,202587
Crystalised,The xx,66,xx,2009-08-16,Indie/Jazz Poptimism,pop,indie poptimism,0.763,0.484,11,-12.368,0,0.0311,0.812,0.393,0.0841,0.416,122.913,201947
Electric Feel,MGMT,77,Oracular Spectacular,2007-12-14,Electro Pop | Electropop,pop,electropop,0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,229640
Electric Feel,MGMT,77,Oracular Spectacular,2007-12-14,Indie Poptimism,pop,indie poptimism,0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,229640
Barbie Girl,Aqua,5,Greatest Hits,2009-01-01,90s Dance Hits,pop,dance pop,0.764,0.948,1,-4.355,0,0.0402,0.00929,0.0773,0.416,0.911,129.967,195040
Just Can't Get Enough - 2006 Digital Remaster,Depeche Mode,8,The Best Of Depeche Mode - Volume One,2006,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.764,0.857,0,-7.453,1,0.0343,0.426,0.036,0.181,0.925,128.182,222540
Pepe,JEANS,52,Jeans,1996-01-01,ELECTROPOP EN ESPAOL,pop,electropop,0.764,0.883,9,-10.304,1,0.0434,0.0395,1.5E-06,0.0985,0.844,137.015,197627
New Rules,Dua Lipa,63,Dua Lipa (Complete Edition),2017-06-02,10er Playlist,pop,electropop,0.764,0.718,9,-5.18,0,0.0703,0.00261,1.11E-05,0.113,0.596,116.01,212000
Santa Mar­a (Feat. Busy Signal),Bad Gyal,65,Santa Maria,2019-07-05,Todo xitos,pop,dance pop,0.764,0.603,0,-6.951,1,0.328,0.0538,0,0.097,0.427,142.465,154933
Fever,GFRIEND,67,GFRIEND The 7th Mini Album `FEVER SEASON`,2019-07-01,K-Party Dance Mix,pop,dance pop,0.764,0.836,1,-2.868,1,0.0396,0.208,0,0.234,0.51,111.934,214293
Thriller,Michael Jackson,68,Scream,2017-09-27,Dr. Q's Prescription Playlist,pop,post-teen pop,0.764,0.887,11,-3.725,1,0.0738,0.0816,0.000108,0.847,0.721,118.421,358053
To My Love - Tainy Remix,Bomba Estİreo,72,Amanecer (Remixed),2016-12-16,ELECTROPOP EN ESPAOL,pop,electropop,0.764,0.59,7,-4.292,1,0.0395,0.129,0.00847,0.0851,0.281,99.996,251773
Heartless (feat. Morgan Wallen),Diplo,82,Heartless (feat. Morgan Wallen),2019-08-16,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.764,0.555,11,-6.414,1,0.0604,0.275,0,0.0824,0.255,111.004,169227
Memories,Maroon 5,98,Memories,2019-09-20,Todo xitos,pop,dance pop,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486
Memories,Maroon 5,98,Memories,2019-09-20,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486
Go Fuck Yourself,Two Feet,13,First Steps,2016-07-29,ELECTROPOP,pop,electropop,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,129600
Go Fuck Yourself,Two Feet,13,First Steps,2016-07-29,Music&Other Drugs,pop,indie poptimism,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,129600
When I Grow Up,Confetti,42,When I Grow Up,2018-04-19,Electropop,pop,electropop,0.765,0.694,5,-7.036,1,0.352,0.0563,0,0.374,0.394,91.992,168931
That's All I Need,Dirty Heads,54,Dirty Heads,2016-07-15,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.765,0.657,11,-6.394,0,0.0829,0.0175,0,0.345,0.553,91.998,213147
Instagram,Dimitri Vegas & Like Mike,81,Instagram,2019-07-05,Dance Room,pop,dance pop,0.765,0.906,8,-2.097,0,0.0965,0.125,0,0.423,0.95,96.071,184558
Havana (feat. Young Thug),Camila Cabello,84,Camila,2018-01-12,Post pop teen,pop,post-teen pop,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,217307
Havana (feat. Young Thug),Camila Cabello,84,Camila,2018-01-12,10er Playlist,pop,electropop,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,217307
Uma,Panama Wedding,0,Parallel Play EP,2014-01-01,Indie Poptimism!,pop,indie poptimism,0.766,0.576,1,-7.474,1,0.0322,0.137,0.000879,0.113,0.812,129.998,216360
Sweet Emotion,The Kooks,4,Listen,2014-01-01,Indie/Jazz Poptimism,pop,indie poptimism,0.766,0.825,10,-5.266,0,0.0706,0.0498,0.000137,0.104,0.583,98.007,308569
Glue,Lee Bowie,30,we come in peace,2019-10-25,a taste of the mainstream,pop,post-teen pop,0.766,0.564,4,-7.062,0,0.0273,0.195,0,0.0991,0.929,97.968,182449
Fuckboy,Dillistone,37,3rd Culture Kid,2019-09-13,a taste of the mainstream,pop,post-teen pop,0.766,0.522,5,-8.397,1,0.141,0.379,0,0.107,0.526,89.98,186667
People Suck,Confetti,40,People Suck,2018-02-21,Electropop,pop,electropop,0.766,0.693,0,-4.739,1,0.08,0.0427,0,0.137,0.714,90.024,248000
New York,Jake Isaac,48,New York,2020-01-10,The Pulse of Indie Poptimism,pop,indie poptimism,0.766,0.351,0,-7.711,1,0.0276,0.827,0.00837,0.191,0.583,87.988,201883
Wannabe,Jonasu,51,Wannabe,2019-07-05,Pop / Dance,pop,dance pop,0.766,0.76,10,-3.812,1,0.0875,0.251,1.67E-05,0.213,0.497,110.05,187636
"Wildside - From ""Adventures in Babysitting""",Sabrina Carpenter,55,Your Favorite Songs from 100 Disney Channel Original Movies,2016-05-20,¤İ¤ŞPost Teen Pop¤Ş¤İ,pop,post-teen pop,0.766,0.576,6,-5.614,1,0.0426,0.00404,0.000138,0.0794,0.744,122.975,187960
Ghost,Confetti,59,Ghost,2019-10-18,Electropop,pop,electropop,0.766,0.673,5,-5.066,0,0.239,0.00292,0.000652,0.485,0.708,84.935,169413
Til I Don't,Mokita,60,Til I Don't,2019-04-12,2019 in Indie Poptimism,pop,indie poptimism,0.766,0.394,0,-7.451,1,0.0637,0.0582,0.00523,0.279,0.816,160.079,126700
I Don't Want It At All,Kim Petras,62,I Don't Want It At All,2017-08-01,¤İ¤ŞPost Teen Pop¤Ş¤İ,pop,post-teen pop,0.766,0.739,6,-3.011,0,0.0835,0.105,0,0.084,0.751,110.018,250616
Look What You Made Me Do,Taylor Swift,68,reputation,2017-11-10,post teen pop,pop,post-teen pop,0.766,0.709,9,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07,211853
Love No More,Loud Luxury,69,Love No More,2018-08-31,Electropop 2019,pop,electropop,0.766,0.674,0,-6.245,1,0.0538,0.0217,5.87E-05,0.258,0.214,121.012,168636
Just Can't Get Enough,Depeche Mode,71,Speak And Spell (Deluxe),1981-11-02,Electropop 80/90s,pop,electropop,0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.92,128.166,220893
Old Town Road - Diplo Remix,Lil Nas X,74,Old Town Road (Diplo Remix),2019-04-29,Pop Remix,pop,dance pop,0.766,0.771,6,-9.108,1,0.0576,0.00407,3.76E-06,0.113,0.297,140.036,204027
Look What You Made Me Do,Taylor Swift,74,reputation (Big Machine Radio Release Special),2017-11-08,Post Teen Pop,pop,post-teen pop,0.766,0.709,9,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07,211853
DANCE,CLMD,76,DANCE,2019-10-18,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.766,0.548,7,-7.834,1,0.0373,0.0263,1.81E-06,0.21,0.552,122.012,174448
tonite,LCD Soundsystem,0,tonite,2017-08-16,Electropop And Play,pop,electropop,0.767,0.787,2,-8.28,1,0.0566,0.0678,0.00509,0.43,0.839,121.102,347347
Lullaby,Sigala,34,Lullaby,2018-10-03,Best of 2019 Dance Pop: Japan,pop,dance pop,0.767,0.78,8,-4.085,1,0.0442,0.303,2.86E-05,0.069,0.716,120.03,203569
Still Alive - Cruise Control Remix,A R I Z O N A,40,Still Alive (Cruise Control Remix),2020-01-02,The Pulse of Indie Poptimism,pop,indie poptimism,0.767,0.738,2,-6.907,0,0.0374,0.0192,0.561,0.106,0.339,120.001,215967
Night Like This,Shawn Desman,44,Fresh,2010-08-03,Electropop 2019,pop,electropop,0.767,0.633,1,-6.331,1,0.0501,0.00438,0,0.0424,0.448,120.031,231360
Something About You (with Rudimental),Elderbrook,53,Distinction EP,2019-08-09,Dance Pop,pop,dance pop,0.767,0.605,6,-5.737,0,0.188,0.559,0.000363,0.193,0.657,107.042,203200
Love No More,Loud Luxury,54,Love No More,2018-08-31,Dance Pop Hits,pop,dance pop,0.767,0.674,0,-6.246,1,0.0529,0.0216,5.88E-05,0.257,0.221,121.011,168636
Hole in the Roof,AronChupa,61,Hole in the Roof,2019-11-22,Pop / Dance,pop,dance pop,0.767,0.477,7,-8.318,0,0.0475,0.0383,7.15E-05,0.156,0.556,123.015,170000
History,Olivia Holt,62,Olivia,2016-07-15,The Sound of Post-Teen Pop,pop,post-teen pop,0.767,0.631,1,-6.762,1,0.0541,0.0997,0,0.119,0.541,100.968,203992
Jesus In LA,Alec Benjamin,77,Jesus In LA,2019-07-16,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.767,0.627,0,-4.096,1,0.0401,0.537,0,0.359,0.689,94.028,172606
Adan y Eva,Paulo Londra,79,Adan y Eva,2018-11-05,Someone You Loved Lewis Capaldi (Pop Music Mix),pop,post-teen pop,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639
Gemini Feed,BANKS,1,Gemini Feed,2016-08-02,Deep-deep Bubble Pop,pop,indie poptimism,0.768,0.649,11,-6.29,0,0.0845,0.188,0.000615,0.14,0.522,102.006,186333
Photomaton,Jabberwocky,3,Pola,2014-01-01,Music&Other Drugs,pop,indie poptimism,0.768,0.568,0,-11.548,1,0.0489,0.655,0.0464,0.0906,0.62,101.002,280120
Gemini Feed,BANKS,3,The Altar,2016-09-30,Deep-deep Bubble Pop,pop,indie poptimism,0.768,0.653,11,-6.272,0,0.0822,0.194,0.000471,0.14,0.514,101.996,186333
Only Girl (In The World),Rihanna,8,Only Girl (In The World),2010-09-10,Electropop - Pop,pop,electropop,0.768,0.738,11,-3.017,0,0.0406,0.0524,3.01E-05,0.0561,0.685,125.928,235853
Rhythm Is A Dancer - 12'' Version,SNAP!,12,Rhythm Is A Dancer Volume 08,1991,90s Dance Hits,pop,dance pop,0.768,0.874,9,-7.303,0,0.034,0.117,0.0628,0.0842,0.839,124.251,316133
Ain't Nobody (Loves Me Better),Felix Jaehn,19,Ain't Nobody (Loves Me Better),2015-03-03,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.768,0.567,2,-7.046,0,0.0312,0.66,0.000277,0.07,0.471,117.974,186147
Havana,Camila Cabello,26,Havana,2017-08-03,Pop Inglİs (2020 - 2010s) Mşsica En Inglİs 2010s,pop,dance pop,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8E-05,0.104,0.418,104.992,216897
Havana,Camila Cabello,26,Havana,2017-08-03,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8E-05,0.104,0.418,104.992,216897
Lucky Boy - Outlines Remix,DJ Mehdi,29,Lucky Girl,2007-03-05,GTA V - Radio Mirror Park,pop,electropop,0.768,0.69,7,-8.642,0,0.0556,0.555,0,0.234,0.231,138.951,270440
Pig Latin,Havelock,33,Pig Latin,2019-03-27,Indie Poptimism,pop,indie poptimism,0.768,0.406,4,-8.578,0,0.0747,0.49,6.68E-06,0.105,0.513,87.984,186642
Lovesick,Fickle Friends,35,You Are Someone Else,2018-03-16,Indie Poptimism,pop,indie poptimism,0.768,0.814,4,-4.288,1,0.0572,0.0289,0,0.0654,0.876,124.042,197600
Switch,Afrojack,54,Switch,2019-04-26,Pop Dance Hits,pop,dance pop,0.768,0.676,11,-6.252,1,0.138,0.174,0.00021,0.152,0.61,109.96,173340
There's No Way (feat. Julia Michaels) - Alle Farben Remix,Lauv,58,There's No Way (remixes),2018-11-01,Dance Pop Hits,pop,dance pop,0.768,0.83,11,-4.983,0,0.036,0.0229,0.000127,0.145,0.444,126.007,187301
in my miNd,Maty Noyes,58,Noyes Complaint,2016-10-28,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.768,0.632,0,-3.877,0,0.0252,0.469,0,0.0391,0.788,102.075,212267
Taste,Rhye,58,Blood,2018-02-02,Music&Other Drugs,pop,indie poptimism,0.768,0.429,1,-9.401,1,0.0955,0.875,0.419,0.115,0.415,104.026,225600
TIME,Alesso,64,ALESSO MIXTAPE - PROGRESSO VOLUME 1,2019-03-08,Dance Pop,pop,dance pop,0.768,0.808,5,-1.818,1,0.112,0.00627,5.33E-06,0.343,0.664,119.971,166000
Wannabe,Spice Girls,79,Spice,1996-01-01,90s Dance Hits,pop,dance pop,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,173027
Wannabe,Spice Girls,79,Spice,1996-01-01,¤İ¤ŞPost Teen Pop¤Ş¤İ,pop,post-teen pop,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,173027
I Feel It Coming,The Weeknd,21,Starboy,2016-11-25,ElectroPop,pop,electropop,0.769,0.813,0,-5.9,0,0.143,0.429,0,0.0952,0.567,92.985,269187
On Replay,Costa Leon,41,On Replay,2019-06-28,Pop Dance Hits,pop,dance pop,0.769,0.862,7,-3.71,1,0.0397,0.0599,2.2E-05,0.061,0.458,121.982,171639
Back Together,Loote,54,Back Together,2018-09-21,Indie Poptimism,pop,indie poptimism,0.769,0.569,7,-5.615,1,0.191,0.255,0,0.0964,0.485,110.032,183280
Do You Ever?,Phil Good,57,Do You Ever?,2019-10-30,a taste of the mainstream,pop,post-teen pop,0.769,0.554,2,-6.789,1,0.0483,0.526,0.00309,0.105,0.764,104.058,150000
Me & You â,HONNE,65,Love Me / Love Me Not,2018-08-24,Indie/Jazz Poptimism,pop,indie poptimism,0.769,0.546,0,-8.27,0,0.0387,0.645,0.000231,0.0948,0.603,120.22,243601
Turning Up,ARASHI,67,Turning Up,2019-11-03,Dance Pop: Japan,pop,dance pop,0.769,0.817,1,-5.409,1,0.103,0.0225,1.03E-06,0.244,0.896,118.021,182633
Lola Bunny,Lola Indigo,69,Lola Bunny,2019-07-30,Todo xitos,pop,dance pop,0.769,0.899,9,-1.843,0,0.0503,0.193,0.00979,0.23,0.872,94.987,187263
Fault Line,Loom:ngs,4,Fault Line,2018-05-21,Electropop And Play,pop,electropop,0.77,0.354,7,-13.393,1,0.167,0.316,0.475,0.186,0.413,109.945,180920
American Spirit,Meg & Dia,14,happysad,2019-07-26,a taste of the mainstream,pop,post-teen pop,0.77,0.544,9,-8.727,1,0.0375,0.204,0.0129,0.059,0.504,111.97,221396
Head in the Clouds,Bohdi,27,Head in the Clouds,2017-03-30,Indie Poptimism,pop,indie poptimism,0.77,0.621,0,-9.559,1,0.0495,0.618,4.77E-06,0.0952,0.899,95.051,163973
SO AM I,WHYLO,30,SO AM I,2018-06-22,Pop Dance Hits,pop,dance pop,0.77,0.796,1,-5.161,0,0.0372,0.151,0,0.0837,0.308,101.985,183528
We Are (Ziggy & Carola),Peg Parnevik,38,We Are (Ziggy & Carola),2016-06-03,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.77,0.935,1,-2.539,0,0.1,0.256,1.26E-06,0.309,0.964,150.035,188867
Good Morning,Two Door Cinema Club,41,Gameshow (Deluxe Edition),2016-10-14,Indie/Jazz Poptimism,pop,indie poptimism,0.77,0.729,9,-5.775,0,0.0306,0.292,0.000268,0.151,0.841,115.032,236173
What I've done - Feast. Remix,James Hersey,46,What I've done (Feast. Remix),2015-01-13,Chillout & Remixes ,pop,indie poptimism,0.77,0.645,8,-11.918,1,0.066,0.0015,0.673,0.109,0.399,120.013,194000
Good Thing (feat. Kehlani) - Grant Remix,Zedd,58,Good Thing (with Kehlani) [Remixes],2020-01-03,The Pulse of Indie Poptimism,pop,indie poptimism,0.77,0.695,9,-5.936,1,0.0382,0.061,3.73E-05,0.162,0.381,105.036,218545
Phases,PRETTYMUCH,76,Phases,2019-04-26,The Sound of Post-Teen Pop,pop,post-teen pop,0.77,0.636,11,-6.724,0,0.131,0.169,0,0.0676,0.492,105.93,215760
Never Really Over,Katy Perry,85,Never Really Over,2019-05-31,Dance Pop,pop,dance pop,0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,223523
Never Really Over,Katy Perry,85,Never Really Over,2019-05-31,The Sound of Post-Teen Pop,pop,post-teen pop,0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,223523
Never Really Over,Katy Perry,85,Never Really Over,2019-05-31,indie poptimismşğ,pop,indie poptimism,0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,223523
Roses - Imanbek Remix,SAINt JHN,88,Roses (Imanbek Remix),2019-10-09,Dance Pop Tunes,pop,dance pop,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0105,0.353,0.898,121.974,176840
Cake By The Ocean,DNCE,10,SWAAY,2015-10-23,Electropop Hits  2017-2020,pop,electropop,0.771,0.76,4,-5.459,0,0.0514,0.147,0,0.053,0.881,119,218440
Cake By The Ocean,DNCE,10,SWAAY,2015-10-23,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.771,0.76,4,-5.459,0,0.0514,0.147,0,0.053,0.881,119,218440
One Dance,Drake,12,One Dance,2016-04-05,ELECTROPOP,pop,electropop,0.771,0.629,1,-5.79,1,0.0511,0.00802,0.00252,0.356,0.362,103.918,173975
Too Fragile,CIRRRCLE,27,Too Fragile,2019-02-20,Best of 2019 Dance Pop: Japan,pop,dance pop,0.771,0.726,3,-5.942,1,0.129,0.067,0,0.39,0.627,110.981,156682
A Donde,Sentidos Opuestos,30,Viviendo Del Futuro,1997-01-01,ELECTROPOP EN ESPAOL,pop,electropop,0.771,0.949,10,-10.991,0,0.0381,0.199,0.00614,0.0543,0.791,132.993,249827
Watch Me Dance,Tom Misch,51,Watch Me Dance,2016-05-23,Indie/Jazz Poptimism,pop,indie poptimism,0.771,0.29,10,-13.413,0,0.0341,0.323,0.0316,0.0645,0.192,118.003,303586
